Time,Open,High,Low,Last,Change,Volume
06/23/2017,76.49001,77.398,75.87,76.69,0.168,32228500
06/22/2017,75.598,77,74.714,76.522,1.242,37648500
06/21/2017,74.87,75.398,73.604,75.28,0.832,24616000
06/20/2017,75.33401,75.776,73.94601,74.448,0.488,37193500
06/19/2017,75,75.34,73.56,73.96,-0.32,32746500
06/16/2017,75.596,75.60201,74.02,74.28,-0.788,33654500
06/15/2017,74.5,75.092,73.298,75.068,-1.064,52132000
06/14/2017,76.216,76.85,75.262,76.132,0.942,64092000
06/13/2017,73.524,75.2,73.322,75.19,3.388,59039500
06/12/2017,71.598,72.9,70.124,71.802,0.338,52588000
06/09/2017,74.884,75.374,70.96,71.464,-2.536,86307000
06/08/2017,72.75,74.38,72.044,74,2.07,45307000
06/07/2017,71.268,72.1,71.02801,71.93,1.36,46989500
06/06/2017,68.94,71.898,67.994,70.57,1.106,55433500
06/05/2017,67.7,69.688,66.842,69.464,1.494,33921500
06/02/2017,67.954,68.576,67.186,67.97,-0.104,27951000
06/01/2017,68.8,68.97601,67.458,68.074,-0.128,38039500
05/31/2017,67.538,68.578,67.03201,68.202,1.182,49817000
05/30/2017,65.2,67.256,65.152,67.02,1.99199,38914500
05/26/2017,63.456,65.098,63.262,65.02801,1.66201,39010500
05/25/2017,62.204,63.394,61.562,63.366,1.322,25069500
05/24/2017,61.302,62.2,61.08,62.044,1.272,25208000
05/23/2017,62.092,62.146,60.696,60.772,-1.298,21591500
05/22/2017,62.56,62.874,61.36,62.07,-0.096,21645500
05/19/2017,63.1,63.3,62.04,62.166,-0.446,23437500
05/18/2017,61.4,62.788,61.062,62.612,1.39,28269000
05/17/2017,62.878,62.926,61.1,61.222,-2.18,33559500
05/16/2017,63.518,64.012,63.028,63.402,0.226,20762000
05/15/2017,63.65,64.04,62.506,63.176,-1.786,38110000
05/12/2017,65.096,65.4,64.306,64.962,0.342,20608000
05/11/2017,64.68,65.2,63.92,64.62,-0.424,23769000
05/10/2017,64.312,65.1,63.624,65.044,0.79199,28708000
05/09/2017,61.876,64.398,61.82,64.25201,2.81401,48382500
05/08/2017,62.18,62.758,61.164,61.438,-0.232,35032000
05/05/2017,59.6,61.71,59.36,61.67,2.578,40886500
05/04/2017,61.486,61.554,58.152,59.092,-3.112,70760000
05/03/2017,63.534,64.306,62.09,62.204,-1.574,35666500
05/02/2017,64.8,65.53201,63.312,63.778,-0.788,26913500
05/01/2017,62.976,65.45,62.962,64.566,1.752,44147500
04/28/2017,61.966,62.96,61.6,62.814,1.088,22527000
04/27/2017,62.338,62.618,61.5,61.726,-0.308,17342500
04/26/2017,62.474,62.9,61.8,62.034,-0.724,23475000
04/25/2017,61.6,62.796,61.172,62.758,1.152,33688500
04/24/2017,61.844,62.11,61.204,61.606,0.486,25417500
04/21/2017,60.4,61.28,60.084,61.12,0.618,22548500
04/20/2017,61.302,61.83,60.046,60.502,-0.602,30746500
04/19/2017,60.492,61.324,60.422,61.104,1.054,19490000
04/18/2017,59.94,60.168,59.58,60.05,-0.238,15178000
04/17/2017,60.54,60.8,59.736,60.288,-0.512,20693500
04/13/2017,59.34,61.478,59.06,60.8,1.432,46423000
04/12/2017,61.268,61.69,59.264,59.368,-2.374,30253000
04/11/2017,62.676,62.694,61.1,61.742,-0.736,28622500
04/10/2017,61.83,62.746,61.742,62.478,1.97,38322000
04/07/2017,59.5,60.538,59.43,60.508,0.768,22854500
04/06/2017,59.376,60.388,58.82,59.74,0.74,27602500
04/05/2017,60.408,60.976,58.84,59,-1.74,39404500
04/04/2017,59.378,60.962,58.906,60.74,1.036,50672500
04/03/2017,57.38,59.8,56.916,59.704,4.044,69443000
03/31/2017,55.746,55.936,55.264,55.66,0.076,16473000
03/30/2017,55.608,56.4,55.442,55.584,0.108,20742000
03/29/2017,55.668,55.92,55.108,55.476,-0.014,18380500
03/28/2017,55.404,56.136,55,55.49,1.446,39938000
03/27/2017,52.12,54.114,51.95,54.044,1.412,31153500
03/24/2017,51.14,52.778,51.002,52.632,1.676,28236000
03/23/2017,51.078,51.534,50.66,50.956,-0.046,16601000
03/22/2017,50.312,51.014,50.102,51.002,0.866,20296000
03/21/2017,52.566,52.96,50.048,50.136,-2.248,34542500
03/20/2017,52.12,52.91,51.764,52.384,0.084,18071000
03/17/2017,52.8,53.066,52.24,52.3,-0.11,32487000
03/16/2017,52.48,53.15,51.812,52.41,1.264,35660500
03/15/2017,51.4,52.2,50.854,51.146,-0.454,26654000
03/14/2017,49.222,51.624,49.204,51.6,2.366,37992000
03/13/2017,48.964,49.37,48.556,49.234,0.496,15113000
03/10/2017,49.242,49.3,48.6,48.738,-0.242,15331000
03/09/2017,49.526,49.732,48.6,48.98,-0.394,19396000
03/08/2017,49.4,50.014,49.064,49.374,-0.344,18643000
03/07/2017,50.384,50.778,49.664,49.718,-0.524,17297000
03/06/2017,49.582,50.34,49.502,50.242,-0.072,16777500
03/03/2017,50.148,50.38,49.8,50.314,0.218,14646000
03/02/2017,49.942,50.656,49.654,50.096,0.092,16759000
03/01/2017,50.836,50.97,49.822,50.004,0.006,24047000
02/28/2017,48.838,50.2,48.78,49.998,0.752,30390500
02/27/2017,49.634,49.672,48.402,49.246,-2.154,57304000
02/24/2017,50.532,51.65,50.04,51.4,0.202,40858000
02/23/2017,52.8,52.932,51.112,51.198,-3.504,74576000
02/22/2017,56.062,56.69,54.52,54.702,-0.776,43774500
02/21/2017,55.09,56.28,54.802,55.478,1.032,28383500
02/17/2017,53.16,54.578,52.83,54.446,0.656,31285500
02/16/2017,55.52,56,53.7,53.79,-2.162,35386500
02/15/2017,56,56.448,55.288,55.952,-0.244,24739000
02/14/2017,55.806,57.478,55.722,56.196,0.076,36726000
02/13/2017,54.148,56.158,54.102,56.12,2.274,35148000
02/10/2017,53.958,54.19,53.222,53.846,0.006,18098500
02/09/2017,53.25,54.236,53.23,53.84,1.424,39101000
02/08/2017,51.47,52.672,51.24,52.416,0.92,19665000
02/07/2017,51.638,52,51.284,51.496,-0.058,21223500
02/06/2017,50.2,51.564,50.126,51.554,1.288,17812500
02/03/2017,50.382,50.436,49.936,50.266,-0.044,10933500
02/02/2017,49.668,50.484,49.542,50.31,0.462,12498500
02/01/2017,50.61,50.64,49.81,49.848,-0.538,19794000
01/31/2017,49.848,51.178,49.54,50.386,0.26,20580500
01/30/2017,50.506,51.058,49.42,50.126,-0.464,19005000
01/27/2017,50.276,50.6,49.704,50.59,0.088,15831500
01/26/2017,50.858,51.148,50.15,50.502,-0.392,15760500
01/25/2017,51.462,51.692,50.36,50.894,-0.028,25731500
01/24/2017,50,50.96,49.93,50.922,1.138,24827000
01/23/2017,49.17,50.178,49.1,49.784,0.838,31314500
01/20/2017,49.092,49.2,48.602,48.946,0.194,21021000
01/19/2017,49.45,49.736,48.15,48.752,1.08,38661500
01/18/2017,47.33,47.942,47.116,47.672,0.556,18844500
01/17/2017,47.34,47.992,46.874,47.116,-0.434,23087500
01/13/2017,46,47.57,45.918,47.55,1.632,30464500
01/12/2017,45.812,46.14,45.116,45.918,-0.028,18951000
01/11/2017,45.814,45.996,45.336,45.946,-0.028,18254000
01/10/2017,46.4,46.4,45.378,45.974,-0.282,18299500
01/09/2017,45.794,46.384,45.6,46.256,0.454,19897000
01/06/2017,45.386,46.062,45.09,45.802,0.452,27639000
01/05/2017,45.284,45.496,44.39,45.35,-0.048,29558000
01/04/2017,42.95,45.6,42.862,45.398,2,56067000
01/03/2017,42.972,44.066,42.192,43.398,0.66,29616000
12/30/2016,43.26,43.5,42.336,42.738,-0.198,23213000
12/29/2016,43.712,43.84,42.824,42.936,-1.012,20224500
12/28/2016,44.306,44.76,43.44,43.948,0.042,18912000
12/27/2016,42.976,44.45,42.884,43.906,1.238,29578500
12/23/2016,41.6,42.69,41.542,42.668,0.978,23352000
12/22/2016,41.644,41.998,41.3,41.69,0.15,15555500
12/21/2016,41.69,42.446,41.482,41.54,-0.218,26038000
12/20/2016,40.61,41.8,40.5,41.758,1.212,23445000
12/19/2016,40.498,40.89,39.968,40.546,0.048,17440000
12/16/2016,39.616,40.518,39.52,40.498,0.982,18984000
12/15/2016,39.682,40.148,39.478,39.516,-0.222,16097500
12/14/2016,39.748,40.6,39.352,39.738,0.108,20754500
12/13/2016,38.636,40.256,38.6,39.63,1.144,34119000
12/12/2016,38.56,38.884,38.208,38.486,0.05,12194000
12/09/2016,38.174,38.768,38.162,38.436,-0.022,13612500
12/08/2016,38.41,38.5,37.908,38.458,-0.172,15970500
12/07/2016,37.23,38.68,37,38.63,1.46,27309000
12/06/2016,37.104,37.316,36.536,37.17,-0.19,16958000
12/05/2016,36.502,37.778,36.502,37.36,1.066,20361000
12/02/2016,36.576,36.976,36,36.294,-0.082,20211500
12/01/2016,37.65,37.706,36.2,36.376,-1.504,25632000
11/30/2016,38.2,38.378,37.5,37.88,-0.034,17735500
11/29/2016,39.112,39.346,37.9,37.914,-1.31,22196000
11/28/2016,39.096,39.87,38.91,39.224,-0.106,22645500
11/25/2016,38.728,39.448,38.728,39.33,0.702,11830000
11/23/2016,38.122,39.128,37.8,38.628,0.394,24459000
11/22/2016,37.168,38.294,36.742,38.234,1.33,28016500
11/21/2016,37.008,37.778,36.882,36.904,-0.1,21805000
11/18/2016,38.13,38.6,37,37.004,-0.728,26051500
11/17/2016,36.698,37.898,36.422,37.732,0.946,24435000
11/16/2016,36.53,36.946,36.242,36.786,0.032,17172000
11/15/2016,36.556,37.286,36.41,36.754,0.464,19510000
11/14/2016,37.6,37.65,35.638,36.29,-1.422,32761000
11/11/2016,36.848,37.776,36.6,37.712,0.642,19942500
11/10/2016,38.21,38.322,36.084,37.07,-0.942,33751500
11/09/2016,37.376,38.4,36.79,38.012,-0.976,40865000
11/08/2016,38.758,39.498,38.252,38.988,0.346,16337500
11/07/2016,38.718,38.858,38.01,38.642,0.53,19350500
11/04/2016,37.8,38.692,37.192,38.112,0.628,25730000
11/03/2016,37.8,38.294,37.408,37.484,-0.12,13265000
11/02/2016,38.01,38.54,37.502,37.604,-0.554,21266500
11/01/2016,39.608,39.7,37.62,38.158,-1.388,35300000
10/31/2016,40.498,40.498,39.162,39.546,-0.448,23461000
10/28/2016,40.8,41.064,39.966,39.994,-0.808,21400500
10/27/2016,42.268,42.74,40.33,40.802,0.354,65468500
10/26/2016,40.2,40.638,40.02,40.448,-0.02,28164000
10/25/2016,40.58,40.938,40.24,40.468,-0.084,12225000
10/24/2016,40.2,40.79,40.05,40.552,0.534,13757500
10/21/2016,39.72,40.314,39.482,40.018,0.198,14717000
10/20/2016,40.424,40.6,39.41,39.82,-0.892,25364000
10/19/2016,39.948,41.332,39.612,40.712,0.892,34955500
10/18/2016,39.198,39.894,38.652,39.82,1.028,28402000
10/17/2016,39.41,39.678,38.4,38.792,-0.51,22770000
10/14/2016,40.132,40.286,39.26,39.302,-0.746,21349000
10/13/2016,40.1,40.18,39.41,40.048,-0.254,12477000
10/12/2016,40.19,40.776,40.084,40.302,0.282,9853000
10/11/2016,40.37,40.44,39.662,40.02,-0.17,11642000
10/10/2016,40.27,40.828,39.932,40.19,0.868,16581000
10/07/2016,40.2,40.264,39.16,39.322,-0.878,17465000
10/06/2016,40.492,40.842,40.042,40.2,-1.492,23517000
10/05/2016,42.448,42.63,41.624,41.692,-0.59,9387500
10/04/2016,42.62,42.664,41.764,42.282,-0.458,17707000
10/03/2016,42.46,43.134,41.65,42.74,1.934,29999000
09/30/2016,40.442,40.996,39.91,40.806,0.666,12930500
09/29/2016,41.12,41.466,40.116,40.14,-1.114,13612500
09/28/2016,41.502,41.65,41.052,41.254,0.092,10429000
09/27/2016,41.93,41.996,40.922,41.162,-0.636,16863000
09/26/2016,41.3,42.2,41.3,41.798,0.308,11971000
09/23/2016,41.198,42.036,41.134,41.49,0.204,14524000
09/22/2016,41.28,41.456,40.6,41.286,0.242,11913000
09/21/2016,41.274,41.4,40.312,41.044,0.116,13165000
09/20/2016,41.37,41.55,40.782,40.928,-0.34,12052000
09/19/2016,41.4,41.886,41,41.268,0.188,11497000
09/16/2016,40.084,41.14,39.8,41.08,0.996,15531000
09/15/2016,39.298,40.504,39.28,40.084,0.802,15424000
09/14/2016,39.15,39.584,38.972,39.282,0.072,11292000
09/13/2016,39.412,39.698,38.69,39.21,-0.45,17943500
09/12/2016,39,40.274,38.82,39.66,0.766,18572000
09/09/2016,39.818,39.984,38.74,38.894,-0.578,18784500
09/08/2016,39.91,39.978,39.272,39.472,-0.87,16889500
09/07/2016,41.1,41.3,40.142,40.342,-0.224,18204500
09/06/2016,39.804,40.65,39.8,40.566,1.01,21945500
09/02/2016,40.466,40.64,39.24,39.556,-0.598,29859500
09/01/2016,41.802,42.22,40.1,40.154,-2.248,39702500
08/31/2016,42.086,42.52,41.73,42.402,0.134,16382500
08/30/2016,43.222,43.222,42.104,42.268,-0.772,15844000
08/29/2016,44.03,44.08,43,43.04,-0.958,16322500
08/26/2016,44.428,44.57,43.764,43.998,-0.194,11194500
08/25/2016,44.622,44.76,44.154,44.192,-0.332,8812500
08/24/2016,45.41,45.43,44.444,44.524,-0.444,12853000
08/23/2016,44.864,45.698,44.56,44.968,0.382,23922000
08/22/2016,44.834,45.022,44.536,44.586,-0.414,10327000
08/19/2016,44.708,45.034,44.506,45,0.298,8297500
08/18/2016,44.764,45.132,44.458,44.702,0.054,8572000
08/17/2016,44.866,44.966,44.56,44.648,-0.074,8935500
08/16/2016,45.098,45.438,44.682,44.722,-0.396,11335500
08/15/2016,45.204,45.9,44.986,45.118,-0.004,10171500
08/12/2016,45.082,45.33,44.808,45.122,0.14,9067500
08/11/2016,45.234,45.514,44.682,44.982,-0.148,9404500
08/10/2016,45.648,45.974,44.924,45.13,-0.686,11691500
08/09/2016,45.364,46.308,45.33,45.816,0.584,11039000
08/08/2016,45.6,45.92,45.218,45.232,-0.774,11317500
08/05/2016,46,46.4,45.48,46.006,-0.116,16026000
08/04/2016,45.138,46.172,44.41,46.122,0.964,20734500
08/03/2016,45.474,45.94,44.842,45.158,-0.282,19438500
08/02/2016,45.874,45.974,44.28,45.44,-0.562,19672000
08/01/2016,47.1,47.326,45.876,46.002,-0.956,20081000
07/29/2016,46.14,47.056,46.048,46.958,0.836,15354000
07/28/2016,45.59,46.152,45.32,46.122,0.424,12095000
07/27/2016,45.868,46.672,45.384,45.698,-0.204,14445000
07/26/2016,45.538,46,45.06,45.902,-0.1,17150000
07/25/2016,44.454,46.278,44.274,46.002,1.548,22453000
07/22/2016,44.398,44.9,43.776,44.454,0.354,12898000
07/21/2016,45.2,45.57,43.82,44.1,-1.572,22143000
07/20/2016,45.294,45.96,45,45.672,0.62,12842000
07/19/2016,45,45.82,44.95,45.052,-0.198,15575000
07/18/2016,43.928,45.418,43.66,45.25,1.17,17060000
07/15/2016,44.504,44.55,43.928,44.08,-0.226,11171000
07/14/2016,44.624,44.988,44.21,44.306,-0.2,13379000
07/13/2016,45.1,45.118,44.058,44.506,-0.424,17835000
07/12/2016,44.82,45.5,44.644,44.93,-0.026,22880500
07/11/2016,43.992,45.356,43.902,44.956,1.6,27149000
07/08/2016,43.56,43.962,42.9,43.356,0.168,20373500
07/07/2016,42.62,43.624,42.602,43.188,0.3,18060000
07/06/2016,42,43.046,41.8,42.888,0.092,24599000
07/05/2016,41.946,42.908,41.6,42.796,-0.504,25876500
07/01/2016,41.228,43.648,41.2,43.3,0.844,26999500
06/30/2016,42.594,42.7,41.804,42.456,0.418,24215500
06/29/2016,41.026,42.356,40.6,42.038,1.68,29974500
06/28/2016,40.378,40.81,39.882,40.358,0.648,31062000
06/27/2016,38.172,39.762,37.574,39.71,1.08,36101500
06/24/2016,38.01,39.024,37.946,38.63,-0.65,35132500
06/23/2016,39.138,39.51,38.426,39.28,-0.052,50653500
06/22/2016,39.894,41.19,39.15,39.332,-4.59,118712000
06/21/2016,44.136,44.514,43.762,43.922,-0.018,22645000
06/20/2016,43.9,44.75,43.646,43.94,0.846,17777000
06/17/2016,43.562,43.998,42.9,43.094,-0.492,15563000
06/16/2016,43.484,43.608,42.7,43.586,0.046,12201000
06/15/2016,43.39,44.38,43.026,43.54,0.548,14542500
06/14/2016,43.776,44.44,42.506,42.992,-0.582,17900500
06/13/2016,43.9,45.154,43.532,43.574,-0.184,20965000
06/10/2016,45.478,45.594,43.684,43.758,-2.114,30133000
06/09/2016,46.996,47.066,45.412,45.872,-1.232,22460000
06/08/2016,46.76,48.17,46.52,47.104,0.636,29859500
06/07/2016,44.448,46.888,44.304,46.468,2.332,31067500
06/06/2016,43.6,44.18,43.09,44.136,0.338,11247500
06/03/2016,44,44.388,43.602,43.798,0.006,11144500
06/02/2016,43.918,43.982,43.422,43.792,-0.12,10164000
06/01/2016,44.296,44.48,43.378,43.912,-0.734,14913000
05/31/2016,44.608,44.95,44.3,44.646,0.038,13945000
05/27/2016,44.998,45.186,44.15,44.608,-0.416,18251000
05/26/2016,44.1,45.052,43.81,45.024,1.108,20362000
05/25/2016,43.582,44.272,43.302,43.916,0.334,15663000
05/24/2016,43.32,43.748,43.036,43.582,0.338,15069000
05/23/2016,43.974,44.52,43.172,43.244,-0.812,25512000
05/20/2016,43.398,44.11,43.27,44.056,1.014,45035000
05/19/2016,42.724,43.358,41.46,43.042,0.808,34331500
05/18/2016,41.83,43.062,41.55,42.234,1.302,28087500
05/17/2016,41.81,41.964,40.804,40.932,-0.726,14217500
05/16/2016,41.63,42.63,41.584,41.658,0.136,14746500
05/13/2016,41.556,42.24,41.34,41.522,0.066,14113500
05/12/2016,42.288,42.334,40.732,41.456,-0.336,18252000
05/11/2016,41.518,43.096,41.21,41.792,0.054,25809000
05/10/2016,41.51,41.894,41,41.738,-0.046,20353000
05/09/2016,43.144,43.23,41.36,41.784,-1.202,23881500
05/06/2016,42.174,43.274,41.622,42.986,0.68,28426000
05/05/2016,45.692,45.728,41.958,42.306,-2.206,56274000
05/04/2016,46.058,46.892,44.08,44.512,-1.952,43502000
05/03/2016,47.472,47.782,46.324,46.464,-1.896,21511000
05/02/2016,48.3,48.638,46.964,48.36,0.208,19219500
04/29/2016,49.628,49.686,47.562,48.152,-1.39,27068500
04/28/2016,49.97,50.686,49.488,49.542,-0.752,12594500
04/27/2016,50.55,51,49.88,50.294,-0.454,16029000
04/26/2016,50.41,51.146,49.878,50.748,0.384,16119000
04/25/2016,50.602,51.476,50.152,50.364,-0.386,18351500
04/22/2016,49.778,50.8,49.142,50.75,1.092,18931500
04/21/2016,49.798,50.18,49.382,49.658,-0.336,13915000
04/20/2016,49.252,50.732,48.3,49.994,0.52,25970000
04/19/2016,50.624,50.874,48.25,49.474,-1.302,31787500
04/18/2016,50.446,51.662,50.332,50.776,-0.126,21356500
04/15/2016,50.262,50.92,49.824,50.902,0.53,18761500
04/14/2016,50.6,51.368,50.21,50.372,-0.534,20660500
04/13/2016,49.702,51.1,49.466,50.906,1.342,24627500
04/12/2016,49.9,50.36,48.726,49.564,-0.42,28816000
04/11/2016,50.2,51.798,49.06,49.984,-0.03,45808000
04/08/2016,52.1,52.164,49.604,50.014,-1.426,36819500
04/07/2016,53.29,53.868,50.902,51.44,-1.644,44280500
04/06/2016,50.794,53.548,50.69,53.084,1.99,58527000
04/05/2016,48.1,51.312,48,51.094,1.696,49743000
04/04/2016,49.824,50.424,48.728,49.398,1.88,67376496
04/01/2016,48.964,49.58,46.65,47.518,1.564,79987496
03/31/2016,45.868,47.484,45.002,45.954,0.576,40064000
03/30/2016,47.018,47.1,45.3,45.378,-0.648,20164500
03/29/2016,45.978,46.476,45.066,46.026,-0.026,20071500
03/28/2016,46.322,46.962,45,46.052,0.502,19628000
03/24/2016,43.156,45.778,43,45.55,1.034,24804500
03/23/2016,46.474,46.946,44.406,44.516,-2.332,24744000
03/22/2016,47.442,47.798,46.512,46.848,-0.816,21579500
03/21/2016,47.068,47.976,47,47.664,1.116,26539000
03/18/2016,45.82,46.896,45.612,46.548,1.272,23558500
03/17/2016,44.294,45.7,44,45.276,0.89,18914000
03/16/2016,43.6,44.516,43.404,44.386,0.718,17583500
03/15/2016,42.854,43.794,42.3,43.668,0.638,15902000
03/14/2016,42.53,43.344,42.128,43.03,1.53,20328500
03/11/2016,41.586,41.884,41.066,41.5,0.464,16715000
03/10/2016,42,42.658,40.134,41.036,-0.708,25962500
03/09/2016,40.904,41.874,40.558,41.744,1.224,16042500
03/08/2016,40.7,41.5,40.44,40.52,-0.538,20893000
03/07/2016,39.536,41.94,39.48,41.058,0.85,26685000
03/04/2016,39.6,40.806,39.5,40.208,1.06,32445000
03/03/2016,37.656,39.484,36.844,39.148,1.48,24145000
03/02/2016,36.746,37.704,36.3,37.668,0.398,24311500
03/01/2016,38.85,39.19,36.54,37.27,-1.116,33560500
02/29/2016,38.48,39.27,37.844,38.386,0.318,22494500
02/26/2016,37.74,38.4,37,38.068,0.582,30325500
02/25/2016,35.73,37.704,35.04,37.486,1.686,28753500
02/24/2016,34.55,35.9,33.568,35.8,0.358,26978000
02/23/2016,35.232,36.346,34.736,35.442,-0.106,29921500
02/22/2016,34.024,35.782,33.97,35.548,2.232,25300000
02/19/2016,32.732,33.498,32.5,33.316,-0.038,14796500
02/18/2016,34.484,34.59,32.954,33.354,-0.382,19437500
02/17/2016,31.8,33.868,31.336,33.736,2.702,29125500
02/16/2016,31.74,32.59,30.822,31.034,0.826,27968500
02/12/2016,31,31.402,28.74,30.208,0.114,36178500
02/11/2016,30.4,32.652,29.4,30.094,1.36,71261496
02/10/2016,30.1,30.994,28.348,28.734,-0.916,52032500
02/09/2016,28.464,31.958,28.21,29.65,0.052,43258000
02/08/2016,31.42,31.43,29.2,29.598,-2.922,46564500
02/05/2016,34.26,34.6,31.548,32.52,-2.546,47187500
02/04/2016,34.14,35.196,33.398,35.066,0.37,21926500
02/03/2016,36.718,36.788,34.036,34.696,-1.86,39656500
02/02/2016,38.484,38.624,36.046,36.556,-2.832,28868000
02/01/2016,37.752,39.904,36.55,39.388,1.148,26488000
01/29/2016,37.99,38.748,37.616,38.24,0.3,14261000
01/28/2016,38.158,38.256,36.482,37.94,0.326,22963500
01/27/2016,38.476,38.652,37.154,37.614,-1.098,18086000
01/26/2016,39.34,39.564,37.776,38.712,-0.564,24820500
01/25/2016,40.012,40.714,39.176,39.276,-1.234,13493500
01/22/2016,40.96,41.1,39.806,40.51,0.516,15620000
01/21/2016,40.31,40.646,39.004,39.994,0.254,15830500
01/20/2016,39.88,40.256,38.25,39.74,-1.204,29193000
01/19/2016,41.742,42.094,40.156,40.944,-0.054,20193000
01/15/2016,39.794,41.014,39.45,40.998,-0.238,27893000
01/14/2016,40.442,42,38.676,41.236,1.174,32453500
01/13/2016,42.402,42.53,40,40.062,-1.932,20632000
01/12/2016,42.32,42.748,41.062,41.994,0.424,15459500
01/11/2016,42.802,42.89,40.6,41.57,-0.63,20457000
01/08/2016,43.572,44.088,42.154,42.2,-0.93,18140000
01/07/2016,42.838,43.688,42.734,43.13,-0.678,17771000
01/06/2016,44,44.01,43.196,43.808,-0.878,18895500
01/05/2016,45.272,45.378,44,44.686,0.004,15933500
01/04/2016,46.144,46.276,43.8,44.682,-3.32,34135500
12/31/2015,47.702,48.69,47.674,48.002,0.384,13575000
12/30/2015,47.32,48.726,47.134,47.618,0.18,18489500
12/29/2015,46.012,47.544,45.91,47.438,1.648,12031000
12/28/2015,46.298,46.396,45.108,45.79,-0.324,9506500
12/24/2015,46.112,46.376,45.656,46.114,0.174,3551000
12/23/2015,46.436,46.69,45.626,45.94,-0.05,7774500
12/22/2015,46.998,47.31,45.926,45.99,-0.522,9807000
12/21/2015,46.338,47.166,46.216,46.512,0.42,9765500
12/18/2015,46.578,47.18,45.858,46.092,-0.586,15070500
12/17/2015,46.788,47.552,45.962,46.678,-0.224,16493000
12/16/2015,44.42,46.976,44.146,46.902,2.684,25521500
12/15/2015,44.364,44.444,43.6,44.218,0.502,11222000
12/14/2015,43.502,44.184,42.974,43.716,0.312,14157500
12/11/2015,45.048,45.15,43.328,43.404,-2.01,16343500
12/10/2015,44.942,45.698,44.728,45.414,0.51,10358000
12/09/2015,45.34,45.5,44.144,44.904,-0.44,15288500
12/08/2015,45.504,45.76,44.84,45.344,-0.882,13438000
12/07/2015,45.54,47.126,45.23,46.226,0.15,15721000
12/04/2015,46.492,46.654,45.532,46.076,-0.466,12868000
12/03/2015,47.096,47.49,46,46.542,0.144,14697500
12/02/2015,47.4,47.72,46.246,46.398,-1.04,14907000
12/01/2015,46.212,47.6,46.21,47.438,1.386,18669500
11/30/2015,46.358,46.856,45.816,46.052,-0.27,13299000
11/27/2015,46.212,46.45,45.402,46.322,0.394,9746500
11/25/2015,44.268,46.164,44.076,45.928,2.278,19953500
11/24/2015,43.074,44.2,43,43.65,0.1,12396500
11/23/2015,43.47,43.836,42.936,43.55,-0.452,12630500
11/20/2015,44.698,45,42.716,44.002,-0.358,22003500
11/19/2015,44.108,45.238,44.06,44.36,0.146,12521500
11/18/2015,42.9,44.276,42.504,44.214,1.414,14059500
11/17/2015,43.04,43.2,42.28,42.8,-0.062,10743000
11/16/2015,41.218,42.996,41.16,42.862,1.424,14626500
11/13/2015,42.59,42.598,41.304,41.438,-1.15,17151500
11/12/2015,43.57,43.8,42.532,42.588,-1.228,14579500
11/11/2015,43.554,43.896,42.726,43.816,0.516,16739000
11/10/2015,44.696,44.74,43.216,43.3,-1.766,23085000
11/09/2015,46.598,46.598,44.862,45.066,-1.406,19254000
11/06/2015,46.14,46.672,45.9,46.472,0.118,12226000
11/05/2015,46.116,46.916,45.838,46.354,0.028,22484000
11/04/2015,45.4,46.548,45.04,46.326,4.656,63631500
11/03/2015,42.77,42.888,41.55,41.67,-1.088,41662000
11/02/2015,41.784,43.16,41.444,42.758,1.372,19639500
10/30/2015,42.08,42.326,40.778,41.386,-0.94,22194500
10/29/2015,42.35,42.75,42.128,42.326,-0.266,9025000
10/28/2015,42.262,42.69,41.66,42.592,0.522,13642500
10/27/2015,42.968,43.42,41.502,42.07,-0.982,17597000
10/26/2015,42.276,43.176,42,43.052,1.234,16957000
10/23/2015,43,43.07,41.538,41.818,-0.526,21177000
10/22/2015,42.312,43.15,41.88,42.344,0.326,14125500
10/21/2015,42.398,42.962,41.76,42.018,-0.588,20917000
10/20/2015,45.544,45.72,40.4,42.606,-3.014,74500000
10/19/2015,45.3,46.23,44.988,45.62,0.218,12539000
10/16/2015,44.608,46.096,44.574,45.402,1.14,21672000
10/15/2015,43.286,44.346,42.74,44.262,0.886,14221000
10/14/2015,44.134,44.19,43.086,43.376,-0.474,15522000
10/13/2015,42.656,44.504,42.226,43.85,0.734,25857500
10/12/2015,44.598,44.6,43.054,43.116,-1.022,19181500
10/09/2015,44.186,44.874,43.672,44.138,-1.206,30784000
10/08/2015,46.016,46.144,44.262,45.344,-1.048,30666000
10/07/2015,47.326,47.54,45.824,46.392,-1.9,34069500
10/06/2015,48,48.606,47.116,48.292,-0.938,26179000
10/05/2015,49.768,49.968,48.826,49.23,-0.284,18449000
10/02/2015,47.12,49.54,46.986,49.514,1.538,22119500
10/01/2015,49.502,49.7,47.426,47.976,-1.704,22864500
09/30/2015,50.4,50.48,48.468,49.68,0.35,24647500
09/29/2015,50.092,50.946,49.092,49.33,-0.356,18515500
09/28/2015,51.47,51.958,49.322,49.686,-1.696,24505000
09/25/2015,53.322,53.382,51.23,51.382,-1.242,18866500
09/24/2015,51.906,52.69,51.242,52.624,0.412,17240500
09/23/2015,52.39,52.416,51.516,52.212,0.024,13003500
09/22/2015,51.806,52.53,51.174,52.188,-0.652,18321500
09/21/2015,52.796,54.314,51.16,52.84,0.716,30600500
09/18/2015,51.592,52.764,51.5,52.124,-0.29,18815000
09/17/2015,52.792,53.1,52.138,52.414,-0.036,17929000
