Time,Open,High,Low,Last,Change,Volume
06/01/2020,172.2,179.8,170.82,179.62,12.62,75426000
05/29/2020,161.75,167,160.842,167,5.838,59062000
05/28/2020,162.702,164.95,160.338,161.162,-2.884,36378500
05/27/2020,164.172,165.542,157,164.046,0.272,57747500
05/26/2020,166.9,166.92,163.141,163.774,0.398,40448500
05/22/2020,164.434,166.356,162.4,163.376,-2.144,49937000
05/21/2020,163.2,166.5,159.2,165.52,2.408,61272500
05/20/2020,164.1,165.2,162.36,163.112,1.51,36546000
05/19/2020,163.034,164.414,161.216,161.602,-1.124,48182500
05/18/2020,165.556,166.944,160.776,162.726,2.892,58490500
05/15/2020,158.07,161.0097,157.3104,159.834,-0.832,52592000
05/14/2020,156,160.672,152.8,160.666,2.474,68410496
05/13/2020,164.166,165.2,152.66,158.192,-3.69,95327000
05/12/2020,165.4,168.658,161.6,161.882,-0.376,79534496
05/11/2020,158.102,164.8,157,162.258,-1.626,82598000
05/08/2020,158.754,164.8,157.402,163.884,7.876,80650000
05/07/2020,155.442,159.28,154.47,156.008,-0.508,57638000
05/06/2020,155.3,157.96,152.222,156.516,2.874,55616000
05/05/2020,157.958,159.784,152.436,153.642,1.404,84958000
05/04/2020,140.2,152.4,139.6,152.238,11.974,96185000
05/01/2020,151,154.554,136.608,140.264,-16.112,162658992
04/30/2020,171.038,173.964,152.7,156.376,-3.726,142358992
04/29/2020,158.034,160.64,156.632,160.102,6.278,81079496
04/28/2020,159.128,161,151.338,153.824,-5.926,76109496
04/27/2020,147.522,159.898,147,159.75,14.72,103407000
04/24/2020,142.162,146.146,139.636,145.03,3.904,66188000
04/23/2020,145.52,146.8,140.626,141.126,-5.296,66183000
04/22/2020,140.796,146.8,137.742,146.422,9.078,71124000
04/21/2020,146.024,150.666,134.758,137.344,-11.928,101045000
04/20/2020,146.54,153.114,142.442,149.272,-1.506,73732496
04/17/2020,154.456,154.99,149.532,150.778,1.736,65641000
04/16/2020,143.388,151.89,141.343,149.042,3.076,103289000
04/15/2020,148.4,150.626,142,145.966,3.988,117885000
04/14/2020,139.794,148.376,138.486,141.978,11.788,152882496
04/13/2020,118.032,130.4,116.106,130.19,15.59,112377000
04/09/2020,112.418,115.0364,111.422,114.6,4.832,68250000
04/08/2020,110.84,111.4416,106.666,109.768,0.678,63280000
04/07/2020,109,113,106.468,109.09,5.842,89598496
04/06/2020,102.24,104.2,99.592,103.248,7.24599,74509000
04/03/2020,101.9,103.098,93.67802,96.00201,5.10801,112810000
04/02/2020,96.206,98.85198,89.28,90.894,-5.418,99292000
04/01/2020,100.8,102.791,95.02,96.312,-8.488,66765500
03/31/2020,100.25,108.592,99.4,104.8,4.374,88857000
03/30/2020,102.052,103.3294,98.246,100.426,-2.446,59990000
03/27/2020,101,105.16,98.806,102.872,-2.76,71887000
03/26/2020,109.478,112,102.45,105.632,-2.218,87110000
03/25/2020,109.05,111.4,102.222,107.85,6.85,106113496
03/24/2020,94.8,102.738,94.8,101,14.142,114475496
03/23/2020,86.72,88.39999,82.1,86.858,1.352,82272496
03/20/2020,87.64001,95.4,85.158,85.506,-0.02201,141427504
03/19/2020,74.94,90.4,71.692,85.52801,13.28401,150976992
03/18/2020,77.8,80.972,70.10201,72.244,-13.796,118930496
03/17/2020,88.00201,94.37,79.2,86.04,-2.974,119972496
03/16/2020,93.89994,98.97398,88.43401,89.014,-20.31,102447000
03/13/2020,119,121.514,100.4,109.324,-2.786,113201000
03/12/2020,116.178,118.9,109.25,112.11,-14.736,94545000
03/11/2020,128.04,130.716,122.6,126.846,-2.22,67067500
03/10/2020,131.886,133.6,121.6,129.066,7.466,77972000
03/09/2020,121.078,132.5996,121,121.6,-19.096,85368496
03/06/2020,138,141.4,136.854,140.696,-4.212,63314500
03/05/2020,144.754,149.15,143.614,144.908,-4.992,54263000
03/04/2020,152.792,153.304,144.9469,149.9,0.798,75244496
03/03/2020,161,161.396,143.2221,149.102,0.378,128920000
03/02/2020,138.2,148.738,137.334,148.724,15.126,100974496
02/28/2020,125.94,138.104,122.304,133.598,-2.202,122820496
02/27/2020,146,147.954,133.8,135.8,-19.96,121386496
02/26/2020,156.5,162.662,155.222,155.76,-4.222,70767000
02/25/2020,169.8,171.32,157.4,159.982,-6.776,86446496
02/24/2020,167.8,172.7,164.44,166.758,-13.442,75960496
02/21/2020,181.396,182.612,176.09,180.2,0.318,71697000
02/20/2020,182.39,182.4,171.988,179.882,-3.602,88174496
02/19/2020,184.7,188.956,180.204,183.484,11.804,127114496
02/18/2020,168.32,172,166.472,171.68,11.674,83491496
02/14/2020,157.444,162.594,157.1,160.006,-0.794,78468496
02/13/2020,148.368,163.6,147,160.8,7.342,131446496
02/12/2020,155.574,157.95,152.674,153.458,-1.418,60112000
02/11/2020,153.758,156.7012,151.6,154.876,0.62,58487000
02/10/2020,160,163.998,150.48,154.256,4.642,123445496
02/07/2020,146.11,153.95,146,149.614,-0.178,85317496
02/06/2020,139.984,159.166,137.4,149.792,2.852,199403504
02/05/2020,164.652,169.196,140.8221,146.94,-30.472,242118992
02/04/2020,176.994,193.798,166.776,177.412,21.412,304693504
02/03/2020,134.738,157.228,134.704,156,25.886,236166992
01/31/2020,128,130.6,126.504,130.114,1.952,78596000
01/30/2020,126.484,130.176,123.6,128.162,11.964,145028000
01/29/2020,115.138,117.96,113.486,116.198,2.818,91083000
01/28/2020,113.698,115.362,111.616,113.38,1.776,58942000
01/27/2020,108.398,112.888,107.856,111.604,-1.36,68040000
01/24/2020,114.126,114.772,110.852,112.964,-1.476,71768000
01/23/2020,112.85,116.4,111.1205,114.44,0.528,98255000
01/22/2020,114.378,118.9,111.82,113.912,4.472,156844992
01/21/2020,106.05,109.716,105.682,109.44,7.34,89017000
01/17/2020,101.522,103.134,100.632,102.1,-0.598,68145000
01/16/2020,98.75,102.892,98.43401,102.698,-1.002,108683000
01/15/2020,105.952,107.568,103.3571,103.7,-3.884,86844000
01/14/2020,108.2,109.482,104.98,107.584,2.612,145306496
01/13/2020,98.7,105.126,98.4,104.972,9.342,133172496
01/10/2020,96.358,96.988,94.74001,95.63,-0.638,64884000
01/09/2020,99.42001,99.76,94.574,96.268,-2.16,142315504
01/08/2020,94.74001,99.698,93.646,98.428,4.616,155996496
01/07/2020,92.28,94.326,90.672,93.812,3.50399,90989496
01/06/2020,88.094,90.312,88,90.30801,1.706,50787000
01/03/2020,88.1,90.8,87.384,88.60201,2.55001,88973000
01/02/2020,84.9,86.13914,84.342,86.052,2.386,47791500
12/31/2019,81,84.258,80.416,83.666,0.726,51462000
12/30/2019,85.758,85.8,81.85178,82.94,-3.136,63006000
12/27/2019,87,87.062,85.222,86.076,-0.112,49784000
12/26/2019,85.582,86.69601,85.27,86.188,1.138,53241000
12/24/2019,83.672,85.094,82.5375,85.05,1.206,40273500
12/23/2019,82.356,84.402,82,83.844,2.726,66664000
12/20/2019,82.05801,82.6,80.037,81.118,0.30999,73926000
12/19/2019,79.464,81.37,79.3,80.80801,2.17801,90601496
12/18/2019,76.126,79.044,76.116,78.63,2.832,70681496
12/17/2019,75.798,77.1,75.18,75.798,-0.502,42518500
12/16/2019,72.51,76.722,72.5,76.3,4.622,91104496
12/13/2019,72.21,73.042,70.928,71.678,-0.258,32871000
12/12/2019,70.984,72.548,70.646,71.936,1.396,38881000
12/11/2019,70.376,71.43798,70.218,70.54,0.772,34595500
12/10/2019,67.992,70.146,67.862,69.768,1.862,44199500
12/09/2019,67.318,68.89001,67.016,67.906,0.728,45201000
12/06/2019,67,67.772,66.954,67.178,1.104,38094500
12/05/2019,66.566,66.88454,65.45,66.074,-0.532,18684500
12/04/2019,67.55,67.572,66.57,66.606,-0.63401,27681000
12/03/2019,66.524,67.582,66.4372,67.24001,0.26601,33067000
12/02/2019,65.88,67.27654,65.7374,66.974,0.986,30409500
11/29/2019,66.222,66.25201,65.5,65.988,-0.27,12328000
11/27/2019,66.224,66.786,65.714,66.258,0.474,27817000
11/26/2019,67.054,67.1,65.42001,65.784,-1.484,39781000
11/25/2019,68.86401,68.914,66.892,67.268,0.66,61728500
11/22/2019,68.03201,68.2,66,66.608,-4.358,84353000
11/21/2019,70.902,72.168,70.80078,70.966,0.522,30550000
11/20/2019,72,72.24001,69.914,70.444,-1.46,33669500
11/19/2019,70.35,71.998,69.56,71.904,1.906,38680000
11/18/2019,70.58401,70.63,69.22,69.998,-0.43601,22042500
11/15/2019,70.12801,70.56,69.672,70.43401,0.56401,24062500
11/14/2019,69.222,70.768,68.582,69.87,0.648,32358500
11/13/2019,71,71.266,69.036,69.222,-0.764,42326000
11/12/2019,69.38,70.074,68.80801,69.986,0.968,36761500
11/11/2019,68.79,69.83801,68.4,69.018,1.59,49968000
11/08/2019,66.9,67.492,66.5,67.428,0.32,30371000
11/07/2019,65.828,68.3,65.604,67.108,1.792,72336496
11/06/2019,63.6,65.344,62.9,65.316,1.872,39704500
11/05/2019,63.924,64.702,63.2236,63.444,-0.05,34717000
11/04/2019,62.96,64.388,61.852,63.494,0.832,43935000
11/01/2019,63.264,63.296,61.96,62.662,-0.322,31919500
10/31/2019,62.62,63.8,62.6,62.984,-0.018,25334500
10/30/2019,62.6,63.758,61.994,63.002,-0.242,48209000
10/29/2019,63.998,64.86,62.95,63.244,-2.298,63421000
10/28/2019,65.508,68.168,64.52,65.542,-0.084,94351000
10/25/2019,59.544,66,59.222,65.626,5.69,150030000
10/24/2019,60.186,60.986,57.84,59.936,9,149096000
10/23/2019,50.9,51.228,50.27,50.936,-0.18,56080500
10/22/2019,50.864,51.666,50.17,51.116,0.416,23125000
10/21/2019,51.666,51.9,50.036,50.7,-0.69,25540500
10/18/2019,52.14,52.56,51.02,51.39,-1.004,28768000
10/17/2019,52.5,52.956,52.034,52.394,0.444,23895000
10/16/2019,51.478,52.42,51.384,51.95,0.372,33521500
10/15/2019,51.54,52,50.824,51.578,0.186,32397000
10/14/2019,49.58,51.71,49.426,51.392,1.814,51134000
10/11/2019,49.43,50.216,49.362,49.578,0.63,42440500
10/10/2019,49.056,49.856,48.316,48.948,0.042,31567000
10/09/2019,48.264,49.458,48.13,48.906,0.896,34675000
10/08/2019,47.174,48.788,46.9,48.01,0.466,43511500
10/07/2019,45.96,47.712,45.71,47.544,1.258,40434500
10/04/2019,46.322,46.956,45.614,46.286,-0.32,40105500
10/03/2019,46.372,46.896,44.856,46.606,-2.02,75688496
10/02/2019,48.658,48.93,47.886,48.626,-0.312,31282500
10/01/2019,48.3,49.19,47.826,48.938,0.764,30981000
09/30/2019,48.6,48.796,47.22222,48.174,-0.252,29730500
09/27/2019,48.44,49.742,47.746,48.426,-0.086,55615500
09/26/2019,46.132,48.662,45.48,48.512,2.772,60393500
09/25/2019,44.912,45.796,43.672,45.74,1.098,47221000
09/24/2019,48.304,48.398,44.522,44.642,-3.604,64705500
09/23/2019,48,49.03588,47.844,48.246,0.122,21958000
09/20/2019,49.298,49.3892,47.632,48.124,-1.196,32531000
09/19/2019,49.2,49.588,48.968,49.32,0.622,24415500
09/18/2019,49,49.6337,48.474,48.698,-0.26,21140500
09/17/2019,48.494,49.12,48.074,48.958,0.396,19734500
09/16/2019,49.2,49.486,48.234,48.562,-0.478,23640000
09/13/2019,49.392,49.69,48.973,49.04,-0.134,26565500
09/12/2019,49.54,50.7,48.88,49.174,-0.246,42906000
09/11/2019,47.476,49.63482,47.2,49.42,2.312,50213500
09/10/2019,46.16,47.108,45.788,47.108,0.75,24418500
09/09/2019,46,46.752,45.846,46.358,0.868,24013000
09/06/2019,45.44,45.928,45.034,45.49,-0.426,20946500
09/05/2019,44.5,45.96,44.17,45.916,1.78,37016500
09/04/2019,45.378,45.692,43.841,44.136,-0.866,28843000
09/03/2019,44.816,45.79,44.632,45.002,-0.12,26802500
08/30/2019,45.83,46.488,44.8426,45.122,0.78,46638500
08/29/2019,43.8,44.68,43.6,44.342,1.224,25915500
08/28/2019,42.738,43.45,42.462,43.118,0.302,16193000
08/27/2019,43.148,43.76,42.406,42.816,-0.184,27103500
08/26/2019,42.72,43.004,42.308,43,0.72,25272000
08/23/2019,43.994,44.234,42.2,42.28,-2.15,42798500
08/22/2019,44.56,45.08,43.644,44.43,0.264,32824500
08/21/2019,44.402,44.644,43.52,44.166,-1.006,38998500
08/20/2019,45.524,45.818,44.908,45.172,-0.194,20852500
08/19/2019,44.842,45.566,44.34,45.366,1.378,26558500
08/16/2019,43.332,44.448,43.204,43.988,0.86,26036500
08/15/2019,44.172,44.312,42.31,43.128,-0.796,41159500
08/14/2019,46.242,46.3,43.338,43.924,-3.076,47812500
08/13/2019,45.762,47.2,45.51,47,1.198,24344500
08/12/2019,46.598,47.154,45.75,45.802,-1.2,23319500
08/09/2019,47.21,47.792,46.762,47.002,-0.658,19491000
08/08/2019,46.89,47.96,46.53,47.66,0.976,26371500
08/07/2019,45.3,46.71376,45.16,46.684,0.534,23882500
08/06/2019,46.376,46.5,45.15,46.15,0.486,27821000
08/05/2019,45.92,46.27346,45.155,45.664,-1.204,35141000
08/02/2019,46.27,47.254,45.846,46.868,0.098,30682000
08/01/2019,48.53,48.902,46.354,46.77,-1.552,41297500
07/31/2019,48.6,49.336,47.33002,48.322,-0.13,45891000
07/30/2019,46.58,48.672,46.436,48.452,1.298,40545000
07/29/2019,45.418,47.188,45.2065,47.154,1.546,46366500
07/26/2019,45.384,46.052,44.45,45.608,-0.156,50138000
07/25/2019,46.9,46.9,45.11002,45.764,-7.212,112091000
07/24/2019,51.834,53.214,51.63202,52.976,0.942,55364000
07/23/2019,51.342,52.096,50.9,52.034,0.898,25115500
07/22/2019,51.75,52.431,50.83822,51.136,-0.5,34231000
07/19/2019,51.138,51.992,50.924,51.636,0.928,35242000
07/18/2019,51.01,51.15,50.377,50.708,-0.264,23822000
07/17/2019,51.134,51.662,50.67,50.972,0.496,48823500
07/16/2019,49.86,50.706,49.5865,50.476,-0.224,40744500
07/15/2019,49.6,50.884,48.972,50.7,1.684,55000000
07/12/2019,47.95,49.076,47.942,49.016,1.296,46002500
07/11/2019,47.628,48.3,47.16,47.72,-0.064,37572000
07/10/2019,46.83,47.788,46.628,47.784,1.772,45728500
07/09/2019,45.794,46.2,45.456,46.012,-0.056,30954000
07/08/2019,46.248,46.45,45.732,46.068,-0.552,29402500
07/05/2019,46.914,47.09,46.16,46.62,-0.36,35328500
07/03/2019,47.878,48.314,46.902,46.98,2.07,71005496
07/02/2019,45.778,45.83,44.444,44.91,-0.524,46295000
07/01/2019,46.042,46.6199,45.256,45.434,0.742,41189500
06/28/2019,44.198,45.034,44.16,44.692,0.124,34256500
06/27/2019,43.89,44.58,43.47,44.568,0.714,31698500
06/26/2019,44.062,45.446,43.62,43.854,-0.098,42536000
06/25/2019,44.878,45.068,43.898,43.952,-0.776,30910000
06/24/2019,44.648,45.172,44.204,44.728,0.356,28753500
06/21/2019,43.244,44.436,43.1,44.372,0.448,41010000
06/20/2019,44.6,45.38,43.27,43.924,-1.362,59317000
06/19/2019,45.022,45.554,44.212,45.286,0.338,32875500
06/18/2019,45.744,46.948,44.512,44.948,-0.058,63578500
06/17/2019,43.096,45.4,42.854,45.006,2.022,61584000
06/14/2019,42.25,43.33,42.08,42.984,0.202,37167000
06/13/2019,42.076,42.98,41.50206,42.782,0.93,40841000
06/12/2019,44.59,44.676,41.8,41.852,-1.568,75987496
06/11/2019,43.828,44.18,42.7,43.42,0.844,58267500
06/10/2019,42.05,43.388,41.802,42.576,1.676,52925000
06/07/2019,41,42.16876,40.6998,40.9,-0.29,80017496
06/06/2019,40.888,42.2,40.36,41.19,1.872,101210496
06/05/2019,39.736,40.25564,38.36972,39.318,0.598,67553496
06/04/2019,36.22,38.796,35.922,38.72,2.926,69037496
06/03/2019,37.102,37.336,35.39838,35.794,-1.238,65322000
05/31/2019,37.02,37.98408,36.82,37.032,-0.612,52033500
05/30/2019,37.75,38.451,37.404,37.644,-0.328,39632000
05/29/2019,37.42,38.478,37.00802,37.972,0.232,59843000
05/28/2019,38.24,39,37.57,37.74,-0.386,51564500
05/24/2019,39.966,39.996,37.7501,38.126,-0.972,70682496
05/23/2019,37.396,39.893,37.244,39.098,0.552,132735496
05/22/2019,39.82,40.788,38.356,38.546,-2.47,93425496
05/21/2019,39.9,41.48,39.208,41.016,-0.056,90019000
05/20/2019,40.56,41.2,39.05,41.072,-1.134,102630496
05/17/2019,44.392,44.448,41.784,42.206,-3.46,88933000
05/16/2019,45.898,46.2,45.3,45.666,-0.724,37416000
05/15/2019,45.864,46.488,45.05,46.39,-0.072,36479500
05/14/2019,45.86,46.9,45.6,46.462,1.06,36262000
05/13/2019,46.402,46.494,44.9,45.402,-2.502,54173500
05/10/2019,47.95,48.398,47.204,47.904,-0.492,35041500
05/09/2019,48.4,48.736,47.38868,48.396,-0.572,33556500
05/08/2019,49.388,50.1198,48.84,48.968,-0.444,30882000
05/07/2019,51.36,51.442,49.02,49.412,-1.656,50657000
05/06/2019,50.004,51.66998,49.7,51.068,0.062,54169500
05/03/2019,48.772,51.322,48.698,51.006,2.186,118533496
05/02/2019,48.95,49.426,47.544,48.82,2.018,90796496
05/01/2019,47.77,48,46.3,46.802,-0.936,53521500
04/30/2019,48.412,48.842,47.4,47.738,-0.556,47323000
04/29/2019,47.172,48.796,46.434,48.294,1.266,83572000
04/26/2019,49.3,49.336,46.226,47.028,-2.498,111803496
04/25/2019,51,51.8,49.214,49.526,-2.206,109246496
04/24/2019,52.77,53.064,51.6,51.732,-1.048,53637000
04/23/2019,52.03,53.12,51.15,52.78,0.23,54719000
04/22/2019,53.8,53.936,52.496,52.55,-2.102,60735500
04/18/2019,54.246,54.968,53.95,54.652,0.406,29381500
04/17/2019,54.95,54.958,53.707,54.246,-0.426,25632000
04/16/2019,53.15,55,52.944,54.672,1.396,36364500
04/15/2019,53.726,53.776,51.726,53.276,-0.264,50192500
04/12/2019,54.044,54.39,53.366,53.54,-0.144,33729500
04/11/2019,53.66,54.1,53.12,53.684,-1.528,49179500
04/10/2019,55.348,55.676,54.5785,55.212,0.75,35306500
04/09/2019,54.33,55,53.922,54.462,-0.178,29520000
04/08/2019,55.538,56.232,54.088,54.64,-0.352,52052000
04/05/2019,53.972,55.22,53.222,54.992,1.436,65191000
04/04/2019,52.378,54.24,52.118,53.556,-4.806,118603496
04/03/2019,57.464,59.234,57.434,58.362,1.186,39649000
04/02/2019,57.66,57.888,56.776,57.176,-0.66,27394500
04/01/2019,56.524,57.84,56.2562,57.836,1.864,40552000
03/29/2019,55.74,56.032,54.9,55.972,0.248,29956500
03/28/2019,55.432,56.066,55.02,55.724,0.758,33870000
03/27/2019,53.75,55.074,53.63676,54.966,1.412,43895500
03/26/2019,52.888,54.052,52.886,53.554,1.47,36754500
03/25/2019,51.942,52.636,50.892,52.084,-0.822,51075000
03/22/2019,54.516,54.56,52.8,52.906,-1.898,43728000
03/21/2019,54.52,55.29,53.69,54.804,0.084,29735000
03/20/2019,53.938,54.994,53.26,54.72,1.226,34541000
03/19/2019,53.5,54.66,52.692,53.494,-0.404,59003000
03/18/2019,55.2,55.61,53.46,53.898,-1.188,51404500
03/15/2019,56.702,56.74488,54.88,55.086,-2.906,73927496
03/14/2019,58.49,59.078,57.658,57.992,0.2,35517000
03/13/2019,56.78,58.398,56.54,57.792,1.12,34223500
03/12/2019,57.298,57.614,56.212,56.672,-1.512,37520500
03/11/2019,56.704,58.256,56.1,58.184,1.356,36961000
03/08/2019,55.382,57.118,55.17801,56.828,1.51,44098000
03/07/2019,55.768,56.94,54.85,55.318,0.07,47212000
03/06/2019,55.296,56.30116,54.878,55.248,-0.06,51677000
03/05/2019,56.4,56.8,54.02,55.308,-1.764,93823496
03/04/2019,59.624,59.8,56.556,57.072,-1.886,85484000
03/01/2019,61.388,61.426,58.38,58.958,-5.018,114556496
02/28/2019,63.784,64,62.162,63.976,1.028,52603000
02/27/2019,60.356,63.259,60.11,62.948,3.376,55919500
02/26/2019,58.444,60.402,57.754,59.572,-0.182,42912500
02/25/2019,59.582,60.58,59.4,59.754,0.812,33132500
02/22/2019,58.898,59.3,58.42,58.942,0.696,28702500
02/21/2019,60.362,60.648,58.1,58.246,-2.266,44545500
02/20/2019,60.882,61.26,59.8,60.512,-0.616,35710500
02/19/2019,61.312,62.308,61.094,61.128,-0.448,20842000
02/15/2019,60.9,61.6,60.78,61.576,0.822,19524500
02/14/2019,60.676,61.354,60.2,60.754,-0.88,26006500
02/13/2019,62.47,62.55,61.114,61.634,-0.728,25708000
02/12/2019,63.24,63.638,61.924,62.362,-0.206,27587500
02/11/2019,62.32,63.72,62.1,62.568,1.408,35648500
02/08/2019,61.366,61.489,59.7,61.16,-0.342,29221000
02/07/2019,62.66,62.94,60.6,61.502,-1.942,32603000
02/06/2019,63.918,64.848,63.124,63.444,-0.826,25192500
02/05/2019,62.498,64.488,62.45,64.27,1.692,33713500
02/04/2019,62.596,63.06,60.376,62.578,0.136,36760000
02/01/2019,61.084,63.22,60.7,62.442,1.038,36417000
01/31/2019,60.2,62.312,58.8,61.404,-0.35,62846000
01/30/2019,60.09,61.8,59.698,61.754,2.262,56251500
01/29/2019,59.054,59.712,58.36,59.492,0.216,23108000
01/28/2019,58.582,59.492,57.55,59.276,-0.132,32116000
01/25/2019,58.878,59.704,57.91,59.408,1.106,36290000
01/24/2019,56.606,58.736,55.856,58.302,0.784,40060500
01/23/2019,58.5,58.9,56.338,57.518,-2.266,62649500
01/22/2019,60.964,61.6,59.1,59.784,-0.668,60333500
01/18/2019,64.6,65.426,59.946,60.452,-9.01,120753496
01/17/2019,69.242,70.3,68.83,69.462,0.252,18383500
01/16/2019,68.956,70.4,68.7,69.21,0.324,23458500
01/15/2019,67,69.76,66.9,68.886,2.006,30282500
01/14/2019,68.47601,68.5,66.8,66.88,-2.572,26236000
01/11/2019,68.418,69.682,67.754,69.452,0.458,25195000
01/10/2019,66.88,69.078,66.358,68.994,1.288,30281500
01/09/2019,67.1,68.7,66.294,67.706,0.636,27164500
01/08/2019,68.392,68.802,65.404,67.07,0.078,35042500
01/07/2019,64.344,67.348,63.55,66.992,3.454,37756000
01/04/2019,61.2,63.6,60.546,63.538,3.466,36970500
01/03/2019,61.4,61.88,59.476,60.072,-1.952,34825500
01/02/2019,61.22,63.026,59.76,62.024,-4.536,58293000
12/31/2018,67.55801,67.842,65.052,66.56,-0.214,31511500
12/28/2018,64.62,67.248,63.682,66.774,3.548,49694500
12/27/2018,63.968,64.43401,60.3,63.226,-1.992,42875500
12/26/2018,60,65.394,58.818,65.218,6.14,40815500
12/24/2018,62.7,62.9,59.039,59.078,-4.876,27799500
12/21/2018,63.48,64.694,62.488,63.954,0.878,40084000
12/20/2018,65.41,66.05801,62.374,63.076,-3.518,45359000
12/19/2018,67.52,69.402,65.948,66.594,-0.812,41370500
12/18/2018,70.108,70.31,66.738,67.406,-2.27801,35499500
12/17/2018,72.4,73.14001,68.776,69.68401,-3.45799,38370000
12/14/2018,75,75.574,72.866,73.142,-2.216,31687500
12/13/2018,74.03,75.488,73.35,75.358,2.038,36829000
12/12/2018,73.884,74.382,73.03201,73.32,-0.03201,25135000
12/11/2018,73.982,74.43401,72.04601,73.35201,0.32201,31543500
12/10/2018,72,73.19601,70.624,73.03,1.437,33067000
12/07/2018,73.8,75.898,71.53,71.593,-1.019,57555500
12/06/2018,71.202,73.47601,70.152,72.612,0.672,39212500
12/04/2018,71.21,73.736,70.4,71.94,0.242,42309500
12/03/2018,72,73.2,70.4,71.698,1.602,41532500
11/30/2018,68.366,70.32,67.65301,70.096,1.862,28144000
11/29/2018,69.4,69.5,67.91,68.234,-1.34,15403500
11/28/2018,69.198,69.656,68.442,69.574,0.79,20637500
11/27/2018,68.01,69.392,67.1,68.784,-0.416,31791500
11/26/2018,65,69.244,65,69.2,4.034,39960500
11/23/2018,66.87,67.5,65.11,65.166,-2.472,21013000
11/21/2018,70.4,70.62,67.48,67.638,-1.86,23434000
11/20/2018,68.35,69.96,66.71,69.498,-1.196,40023500
11/19/2018,71.268,73.35,70.576,70.694,-0.168,48544000
11/16/2018,69.038,71.14001,69.024,70.862,1.174,36030500
11/15/2018,68.466,69.716,67.80801,69.688,0.888,23128500
11/14/2018,68.54,69.422,67.43,68.8,1.054,25201000
11/13/2018,66.632,68.94,66.44,67.746,1.49,27242500
11/12/2018,69.674,69.956,66.068,66.256,-3.84601,34707500
11/09/2018,69.8,70.8,69.04601,70.10201,-0.17799,25494000
11/08/2018,69.7,71.516,69.688,70.28,0.648,35453000
11/07/2018,68.668,70.236,68.16,69.632,1.42,36872500
11/06/2018,67.814,69.76,67.218,68.212,-0.068,33835000
11/05/2018,68.1,68.791,66.02801,68.28,-1.00201,39155000
11/02/2018,68.748,69.84,68.182,69.28201,0.42601,39039500
11/01/2018,67.652,69.568,66.945,68.856,1.392,40000500
10/31/2018,66.508,68.4,65.82,67.464,1.484,38121500
10/30/2018,65.678,67.58,64.452,65.98,-0.99,45633500
10/29/2018,67.494,69.432,65.3,66.97,0.79,72430000
10/26/2018,61.65,67.98,61.33,66.18,3.208,137127504
10/25/2018,63.444,64.2,60.202,62.972,5.272,104203496
10/24/2018,60.21,60.888,57.146,57.7,-1.128,100291000
10/23/2018,52.774,59.586,52.42,58.828,6.638,95138496
10/22/2018,52.136,52.372,50.518,52.19,0.19,28001000
10/19/2018,53.478,53.932,50.7,52,-0.782,46877500
10/18/2018,53.858,54.2,52.6,52.782,-1.574,27105500
10/17/2018,56.48,56.54,53.16,54.356,-0.962,43277500
10/16/2018,53.14,55.475,52.448,55.318,3.4,47632000
10/15/2018,51.812,52.656,50.908,51.918,0.162,30999500
10/12/2018,52.2,52.398,50.402,51.756,1.31,36007000
10/11/2018,51.506,52.45,49.806,50.446,-0.93,40838500
10/10/2018,52.922,53.102,49.554,51.376,-1.184,64076000
10/09/2018,51.05,53.354,50.66,52.56,2.448,60302500
10/08/2018,52.904,53.552,49.8,50.112,-2.278,67363000
10/05/2018,54.93,54.976,52,52.39,-3.976,89722496
10/04/2018,58.79,58.8,55.534,56.366,-2.594,49071000
10/03/2018,60.666,60.92,58.314,58.96,-1.244,39974500
10/02/2018,62.79,63.368,59.83,60.204,-1.936,58717500
10/01/2018,61.154,62.288,60.21,62.14,9.186,108887496
09/28/2018,54.052,55.6,52.111,52.954,-8.55,168248000
09/27/2018,62.58,62.992,61.382,61.504,-0.412,42545000
09/26/2018,60.382,62.778,60.222,61.916,1.718,39216000
09/25/2018,60,60.92,59.3,60.198,0.262,22408500
09/24/2018,59.696,60.6,58.716,59.936,0.116,24214500
09/21/2018,59.54,60.116,59.074,59.82,0.154,25252000
09/20/2018,60.712,61.196,58.666,59.666,-0.138,36747000
09/19/2018,56.102,60,56.1,59.804,2.812,41474500
09/18/2018,59.338,60.528,55.1,56.992,-1.976,82737496
09/17/2018,58.008,60.174,57.626,58.968,-0.072,34437500
09/14/2018,57.752,59.466,57.304,59.04,1.148,33828000
09/13/2018,57.604,59,57.036,57.892,-0.216,31701500
09/12/2018,56.288,58.5,55.73,58.108,2.22,50077000
09/11/2018,55.894,56.4,54.71,55.888,-1.212,45849500
09/10/2018,54.652,57.206,54.2,57.1,4.452,71417496
09/07/2018,52.02,53.67,50.451,52.648,-3.542,112459496
09/06/2018,56.96,58.234,55.776,56.19,0.042,37403500
09/05/2018,57.01,57.356,55.436,56.148,-1.642,38604000
09/04/2018,59.388,59.638,57.6,57.79,-2.542,41752000
08/31/2018,60.4,61.062,59.72,60.332,-0.298,26875500
